Institution Name,Clearing Code,Branch Name,Branch Code,Branch Address,Telephone Number,Clearing System Status*
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tsim Sha Tsui Branch,709,Shop 1&2  G/F  No. 35-37 Hankow Road  Tsimshatsui  Kowloon  Hong Kong,2369 5329,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Gloucester Road Branch,710,117-123 Hennessy Road  Wanchai  Hong Kong,2520 2710,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Kwun Tong Branch,711,Shop 5 & 6  1/F  Crocodile Center  79 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 0103,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tai Wo Branch,712,Shop 216  2/F  Tai Wo Plaza  Tai Wo Estate  Tai Po  New Territories  Hong Kong,2650 2986,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Causeway Bay Branch,713,Shop A on G/F  1/F  Hennessy Apartments  488 & 490 Hennessy Road  Hong Kong,2504 5888,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Lai Chi Kok Branch,714,Shop G06  G/F  Cheung Sha Wan Plaza  833 Cheung Sha Wan Road  Lai Chi Kok  Kowloon  Hong Kong,2741 8787,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Shamshuipo Branch,715,G/F  290 Lai Chi Kok Road  Shamshuipo  Kowloon  Hong Kong,2725 5133,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Sha Tsui Road Branch,716,Shop 4  G/F Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,2439 9278,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Yaumatei Branch,717,542 Nathan Road  Yaumatei  Kowloon  Hong Kong,2771 6060,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Jordan Branch,718,1/F  JD Mall  No.233 Nathan Road  Jordan  Kowloon  Hong Kong,2376 1822,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,North Point Branch,719,G/F  436-438 King's Road  North Point  Hong Kong,2503 2993,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Shatin Branch,720,Shop 22J  Level 3  Shatin Centre  Shatin  New Territories  Hong Kong,2693 3330,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Caine Road Branch,721,G/F.  Caine Building  22 Caine Road  Hong Kong,2526 6278,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Yuen Long Branch,722,G/F  197-199 Castle Peak Road  Yuen Long  New Territories  Hong Kong,2442 5005,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Des Voeux Road Central Branch,861,Shop B2  G/F Sam Cheong Building  220 Des Voeux Road Central  Hong Kong & 11/F  Ka Wah Bank Centre  232 Des Voeux Road Central  HK,2960 1611,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Des Voeux Road Central Branch,862,Shop B2  G/F Sam Cheong Building  220 Des Voeux Road Central  Hong Kong & 11/F  Ka Wah Bank Centre  232 Des Voeux Road Central  HK,2960 1611,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Sheung Wan Branch,863,Shop F  G/F  Kai Tak Commercial Building  317-319 Des Voeux Road Central  Sheung Wan  Hong Kong,2543 3866,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tsimshatsui East Branch,864,Shop B  G/F  Railway Plaza  39 Chatham Road South  Tsimshatsui  Kowloon  Hong Kong,3510 1000,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Happy Valley Branch,865,23 King Kwong Street  Happy Valley  Hong Kong,2575 5720,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Yaumatei Branch,866,542 Nathan Road  Yaumatei  Kowloon  Hong Kong,2771 6060,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Electric Road Branch,867,113-115 Electric Road  Hong Kong,2570 0388,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Causeway Bay Branch,868,Shop A on G/F  1/F  Hennessy Apartments  488 & 490 Hennessy Road  Hong Kong,2504 5888,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Prince Edward Branch,869,777 Nathan Road  Mongkok  Kowloon  Hong Kong,2380 3008,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tseung Kwan O Branch,870,Shop 1025A  Level 1  Metro City Phase II  8 Yan King Road  Tseung Kwan O  New Territories  Hong Kong,3194 3382,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Kwai Fong Branch,871,C63A-C66  2/F  Kwai Chung Plaza  Kwai Fong  New Territories  Hong Kong,2485 8000,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Mei Foo Branch,872,Shop N95A  1/F Mount Sterling Mall  Mei Foo Sun Chuen  Kowloon  Hong Kong,2266 4600,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Wanchai Road Branch,873,Ground Floor  Times Media Centre  No. 133 Wanchai Road  Hong Kong,2259 7800,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Hung Hom Branch,874,Shop 2A  G/F Hung Hom Shopping Mall  2-34E Tak Man Street  Hung Hom  Kowloon  Hong Kong,2197 0566,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Aberdeen Branch,875,Shop 7A  G/F  Site 1 Aberdeen Centre  Hong Kong,2518 5000,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Kwun Tong Branch,876,Shop 5 & 6  1/F  Crocodile Centre  79 Hoi Yuen Road  Kwun Tong  Kowloon  Hong Kong,2342 0103,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Wong Tai Sin Branch,877,Shop No. 128  Level One  Wong Tai Sin Plaza  103 Ching Tak Street  Wong Tai Sin  Kowloon  Hong Kong,2726 6966,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Lok Ma Chau Branch,878,Shop LMC 206  2/F  Concourse Level  MTR Lok Ma Chau Station  Lok Ma Chau  Hong Kong,3404 6222,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Sheung Shui Branch,879,Shop 2  G/F San Fung Building  No. 33 San Fung Avenue  Shek Wu Hui  Sheung Shui  New Territories  Hong Kong,2639 1398,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Ho Man Tin Branch,880,G/F  Tsan Yung Mansion  No. 70 Waterloo Road  Ho Man Tin  Kowloon  Hong Kong,2767 5088,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Admiralty Branch,881,Shop 1013 - 1014  1/F. United Centre  95 Queensway  Admiralty  Hong Kong,2520 8533,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Fortress Hill Branch,882,Shop A - C  G/F  Kwong Chiu Terrace  272 - 276 King's Road  Hong Kong,2887 3811,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Sai Wan Ho Branch,883,Shop G10 G/F  Tai On Building  57 - 87 Shau Kei Wan Road  Hong Kong,2568 5730,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Telford Branch,884,Shop F19  Telford Plaza  Kowloon Bay  Kowloon  Hong Kong,2797 2683,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Siu Sai Wan Branch,885,Shop Nos 17-19  Ground Floor  Harmony Garden  No. 9 Siu Sai Wan Road  Hong Kong,2965 2965,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tai Wai Branch,886,Shop No. 5  G/F.  Kam Shan Building  Nos. 1-5  9  13-27 & 31-35 Tai Wai Road  Tai Wai  Shatin  New Territories  Hong Kong,2607 5588,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Yan Ching Street Branch,887,Shop 4 and 5  G/F.  Tuen Mun Centre  11 Yan Ching Street  Tuen Mun  New Territories  Hong Kong,2404 4789,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tseung Kwan O Branch,888,Shop 1025A  Level 1  Metro City Phase II  8 Yan King Road  Tseung Kwan O  New Territories  Hong Kong,3194 3382,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Mok Cheong Street Branch,950,12-14 Mok Cheong Street  Tokwawan  Kowloon  Hong Kong,2714 5151,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Shamshuipo Branch,951,G/F  290 Lai Chi Kok Road  Shamshuipo  Kowloon  Hong Kong,2725 5133,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Hong Ning Road Branch,952,58 Hong Ning Road  Kwun Tong  Kowloon  Hong Kong,2797 2683,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,West Point Branch,953,242-244 Queen's Road West  Hong Kong,2559 8166,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Wanchai Branch,954,117-123 Hennessy Road  Wanchai  Hong Kong,2527 3711,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Shamshuipo Branch,955,G/F  290 Lai Chi Kok Road  Shamshuipo  Kowloon  Hong Kong,2725 5133,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,City Garden Branch,956,Shop Unit 23  G/F  Maximall  City Garden  233 Electric Road  North Point  Hong Kong,2887 3811,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Sha Tsui Road Branch,957,Shop 4  G/F Chung On Building  297-313 Sha Tsui Road  Tsuen Wan  New Territories  Hong Kong,2439 9278,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Hong Ning Road Branch,958,58 Hong Ning Road  Kwun Tong  Kowloon  Hong Kong,2797 2683,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Shau Kei Wan Branch,959,195 Shau Kei Wan Road  Hong Kong,2568 5730,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tuen Mun Branch,960,217 A-F Central Services Building  Nan Fung Industrial City  18 Tin Hau Road  Tuen Mun  New Territories  Hong Kong,2466 8161,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Tai Po Branch,961,Shop F  G/F  Mee Fat Building  No. 34-38 Tai Wing Lane  Tai Po  N.T.  Hong Kong,2638 3199,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,West Point Branch,962,242-244 Queen's Road West  Hong Kong,2559 8166,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LTD,072,Kwai Chung Branch,963,Unit G02  Tower A  Regent Centre  63 Wo Yi Hop Road  Kwai Chung  New Territories  Hong Kong,2420 9288,MDDM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,214,Hong Kong Branch,120,33/F ICBC Tower  3 Garden Road  Central  Hong Kong,2588 1188,MDNM
INDUSTRIAL AND COMMERCIAL BANK OF CHINA  BEIJING,469,Beijing Branch,001,55 Fuxingmennei Dajie  Xicheng District  Beijing  100032  China,Not provided,NCNN
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (MACAU) LIMITED  MACAU,483,Macau Branch,001,18/F Seng Heng Bnak Tower  Macau Landmark  555 Avenida da Amizade  Macau,Not provided,NCNN
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (MALAYSIA) BERHAD,330,Kuala Lumpur Branch,002,Level 34C  Menara Maxis  Kuala Lumpur City Centre  50088 Kuala Lumpur  Malaysia,Not provided,NNNM
INDUSTRIAL BANK CO.  LTD.,377,Hong Kong Branch,741,39/F  ICBC Tower  Citibank Plaza  3 Garden Road  Central  Hong Kong,2199 2688,MDNM
INDUSTRIAL BANK COMPANY LTD.  FUZHOU,445,Fuzhou Branch,001,26/F.  Zhongshan Bldg.  154 Hudong Road  Fuzhou  Fujian  China,Not provided,NCNN
INDUSTRIAL BANK OF KOREA,271,Hong Kong Branch,711,Suite 3113  Two Pacific Place  88 Queensway  Hong Kong,2521 1398,MDNM
INDUSTRIAL BANK OF TAIWAN  TAIPEI,470,Taipei Branch,001,97. Sung-Jen Road  Taipei  Taiwan,Not provided,NCNN
ING BANK N.V.,145,Hong Kong Branch,994,8/F.  Three Pacific Place  1 Queen's Road East  Hong Kong,2848 8038 2848 8025,MDDM
INTESA SANPAOLO S.P.A.,161,Hong Kong Branch,967,Unit 8102-05 & 8106A  Level 81  International Commerce Centre  No. 1 Austin Road West  Kowloon  Hong Kong,2532 2700,MINM
JIANG YIN RURAL COMMERCIAL BANK  JIANG YIN CITY  JIANG SU,541,Jiang Su Branch,001,No.1 Cheng Jiang Road (MID)  Jiang Yin City  Jiang Su  China,Not provided,NCNN
JOINT-STOCK COMMERCIAL BANK <BANK OF CHINA (RUSSIA)>,283,Moscow Branch,002,72  Prospekt  Moscow 129110  Russia,Not provided,NNNM
JOINT STOCK COMMERCIAL BANK FOR INVESTMENT AND DEVELOPMENT OF VIETNAM  HANOI,407,Hanoi Branch,001,194 Tran Quang Khai Str. Hanoi - Vietnam,Not provided,NCNN
JOINT STOCK COMPANY COMMERCIAL BANK 'LANTA-BANK',317,Moscow Branch,002,9  Build 2  Novokuznetskaya Street  115184  Moscow  Russia,Not provided,NNNM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,380,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,381,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,383,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,384,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,385,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,389,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,390,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,392,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,393,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,394,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,395,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,396,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,571,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,572,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,573,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,574,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,575,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,576,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,577,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,578,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,579,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Headquarter,863,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Headquarter,867,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,868,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,869,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,870,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
JPMORGAN CHASE BANK  N.A.,007,Hong Kong Branch,887,Chase Manhattan Tower  Grand Central Plaza 1  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5157 2800 5972,MDCM
J.P. MORGAN SECURITIES (ASIA PACIFIC) LIMITED,375,Hong Kong Branch,002,18/F  JPMorgan Tower  138 Shatin Rural Committee Road  Shatin  New Territories  Hong Kong,2800 5972,NNNM
JSC AB (BANK OF CHINA KAZAKHSTAN),305,Almaty Branch,002,71B  Microdistrict Jetysu-2  Auezov District  050063  Republic of Kazakhstan,Not provided,NNNM
KASIKORNBANK PUBLIC COMPANY LIMITED,380,Hong Kong Branch,002,Unit No. 3316-18  China Merchants Tower  Shun Tak Centre  168-200 Connaught Road Central  Hong Kong,2801 9009,NDNM
KBC BANK N.V.,178,Hong Kong Branch,950,39/F.  Central Plaza  18 Harbour Road  Wanchai  Hong Kong,2879 3388 2879 3305,MICM
KDB ASIA LIMITED,318,Hong Kong Branch,002,Suite 2005-9  Two IFC  8 Finance Street  Central  Hong Kong,2234 2136,NNNM
KEB HANA BANK,046,Hong Kong Office,889,32/F  Far East Finance Centre  16 Harcourt Road  Hong Kong,2520 1221 2520 0163 2520 1137,MCNM
KEB HANA BANK,046,Kowloon Branch,890,Room 803  8/F. Energy Plaza Granville Road  Tsim Sha Tsui East   Kowloon  Hong Kong,2369 2131,MCNM
KEB HANA BANK,112,Hong Kong Branch,765,32/F  Far East Finance Centre  16 Harcourt Road  Hong Kong,2520 1221 2520 0163 2520 1137,MNNN
KEB HANA BANK  SEOUL,A02,Seoul Branch,002,Korea Exchange Bank Head Office Building  181  Euljiro 2-ga  Jung-gu  Seoul  Korea,Not provided,NNNM
KEB HANA GLOBAL FINANCE LIMITED,363,Hong Kong Branch,002,Suites 1001-04  Level 10  One Pacific Place  88 Queensway  Hong Kong,3589 7500,NNNM
KOOKMIN BANK,381,Hong Kong Branch,002,Room 1101  11/F  Central Plaza  18 Harbour Road  Wanchai  Hong Kong,2103 9923,MDNM
LAND BANK OF TAIWAN CO.  LTD.,264,Hong Kong Branch,694,Unit 3101  31st Floor  Tower 1  The Gateway  25 Canton Road  Tsimshatsui  Kowloon  Hong Kong,2581 0788,MDNM
LGT BANK AG,342,Hong Kong Branch,728,Suite 4203  Two Exchange Square  8 Connaught Place  Central  Hong Kong,2913 7334 2913 7354,MDDM
MACQUARIE BANK LIMITED,344,Hong Kong Branch,729,Level 18  One International Finance Centre  1 Harbour View Street  Central  Hong Kong,3922 1888,MNNM
MALAYAN BANKING BERHAD (MAYBANK),063,Hong Kong Office,838,18/F  CITIC Tower. 1 Tim Mei Avenue  Central Hong Kong,3518 8888,MDNM
MASHREQBANK PSC,352,Dubai Branch,002,C/O Financial Institutions Group   Level 3  Mashreqbank Head Office  PO Box 1250  Deira  Dubai  United Arab Emirates,Not provided,NNNM
MASHREQ BANK - PUBLIC SHAREHOLDING COMPANY,379,Hong Kong Branch,743,Unit C1  26/F  United Centre  95 Queensway  Hong Kong,2905 5829,MDNM
MEGA INTERNATIONAL COMMERCIAL BANK CO.  LTD.,242,Hong Kong Branch,965,Suite 2201  Prudential Tower  The Gateway  21 Canton Road  Tsim Sha Tsui  Kowloon  Hong Kong,2525 9687,MDNM
METROPOLITAN BANK & TRUST COMPANY,295,Makati City Branch,002,Metrobank Plaza  Sen. Gil J. Puyat Avenue  Makati City 1200  Philippines,Not provided,NNNM
MELLI BANK PLC,254,Hong Kong Branch,684,Suite 2010 - 2011  20/F  Champion Tower  3 Garden Road  Central  Hong Kong,3761 4444,MNNN
MITSUBISHI UFJ TRUST AND BANKING CORPORATION,138,Hong Kong Branch,599,Suites 2102-7  Tower 6  The Gateway  Harbour City  9 Canton Road  Tsim Sha Tsui  Kowloon  Hong Kong,2844 8020 2844 8071,MINM
MIZUHO BANK  LTD.,109,Hong Kong Branch,547,12/F  K11 Atelier  18 Salisbury Road  Tsim Sha Tsui  Kowloon  Hong Kong,2306 5000,MDDM
MIZUHO BANK  LTD.,109,Kowloon Sub-Branch,548,16/F.  Sun Life Tower  Harbour City  15 Canton Road  Tsimshatsui  Kowloon  Hong Kong,2102 5399,MDDM
NANYANG COMMERCIAL BANK LTD,043,Head Office,472,151 Des Voeux Road Central  Hong Kong,2852 0888,MDDM
NANYANG COMMERCIAL BANK LTD,043,Western Branch,473,1/F & 2/F  359-361 Queen's Road  Central  Hong Kong,2851 1100,MDDM
NANYANG COMMERCIAL BANK LTD,043,Causeway Bay Branch,474,472 Hennessy Road  Hong Kong,2832 9888,MDDM
NANYANG COMMERCIAL BANK LTD,043,Happy Valley Branch,475,29 Wong Nei Chung Road  Hong Kong,2893 3383,MDDM
NANYANG COMMERCIAL BANK LTD,043,Kennedy Town Branch,476,86 Belcher's Street  Hong Kong,2817 1946,MDDM
NANYANG COMMERCIAL BANK LTD,043,Mongkok Branch,477,727 Nathan Road  Kowloon  Hong Kong,2394 8206,MDDM
NANYANG COMMERCIAL BANK LTD,043,Yaumati Branch,478,309 Nathan Road  Hong Kong,2782 9888,MDDM
NANYANG COMMERCIAL BANK LTD,043,Ferry Point Branch,479,Shops D  E  F  G/F Best-O-Best Commercial Centre  32-36 Ferry Street  Kowloon  Hong Kong,2332 0738,MDDM
NANYANG COMMERCIAL BANK LTD,043,Quarry Bay Branch,480,1014 King's Road  Hong Kong,2563 2286,MDDM
NANYANG COMMERCIAL BANK LTD,043,Homantin Branch,481,G/F-2/F  67B Waterloo Road  Kowloon  Hong Kong,2715 7518,MDDM
NANYANG COMMERCIAL BANK LTD,043,Nathan Road Branch,482,570 Nathan Road  Hong Kong,2780 0166,MDDM
NANYANG COMMERCIAL BANK LTD,043,Laichikok Road Branch,483,236 Lai Chi Kok Road  Hong Kong,2396 4164,MDDM
NANYANG COMMERCIAL BANK LTD,043,Des Voeux Road West Branch,484,334 Des Voeux Road West  Hong Kong,2540 4532,MDDM
NANYANG COMMERCIAL BANK LTD,043,Jordan Road Branch,485,20 Jordan Road  Hong Kong,2735 3301,MDDM
NANYANG COMMERCIAL BANK LTD,043,Kwai Chung Branch,486,100 Lei Muk Road  Hong Kong,2480 1118,MDDM
NANYANG COMMERCIAL BANK LTD,043,Tokwawan Branch,487,62 Tokwawan Road  Hong Kong,2764 6666,MDDM
NANYANG COMMERCIAL BANK LTD,043,Kwun Tong Branch,488,Basement  Shop 1 on Ground Floor and Shop 2 on 1/F.  410 Kwun Tong Road  Kowloon  Hong Kong,2389 6266,MDDM
NANYANG COMMERCIAL BANK LTD,043,Tai Po Branch,489,Shop No. 11  Ground Floor  Treasure Garden  1 On Chee Road  Hong Kong,2656 5201,MDDM
